year,party_abbreviation,ac_name,matched_ac_name,dist_name,cand_name,total_valid_votes,position
1993,JP,MAWPREM,N/A,"SHILLONG, DC",TANLIHOK THAM,141,6
1993,APHLC(A),MAIRANG,Mairang,WEST KHASI HILLS,THEOPHILUS LYNGDOH,1732,3
1993,BJP,LABAN,N/A,"SHILLONG, DC",THRANG HOK RANGAD,2907,2
1993,APHLC(A),NONGBAH WAHIAJER,N/A,"JOWAI, DC",THYNDAJAI DKHAR,976,4
1993,IND,LANGRIN,Ranikor,"MAWKYRWAT, SDO(C )",TIPARSON G. MOMIN,470,3
1993,INC,SONGSAK,Songsak,EAST GARO HILLS,TONSING N MARAK,5105,1
1993,INC,MALKI NONGTHYMMAI,N/A,"SHILLONG, DC",TONY CURTIS LYNGDOH,4238,1
1993,APHLC(A),RONGRENGGIRI,N/A,"WILLIAMNAGAR, DC",TRUEMAN R MARAK,2813,3
1993,HSPDP,PARIONG,N/A,"NONGSTOIN, DC",TUBARLIN LYNGDOH NONGLAIT,7445,1
1993,APHLC(A),LABAN,N/A,"SHILLONG, DC",W. HUJON,928,4
1993,IND,SOHRA,Sohra,EAST KHASI HILLS,W. MATHEW MAWDKHAP,115,6
1993,INC,SOHRA,Sohra,EAST KHASI HILLS,WALTER DAVID LYNGWI,3008,3
1993,IND,SOHRYNGKHAM,Mawryngkneng,"SHILLONG, DC",WANPHRIDING KHARKONGOR,181,8
1993,IND,SOHRYNGKHAM,Mawryngkneng,"SHILLONG, DC",WATKLET PYNGROPE,582,5
1993,IND,NONGSHKEN,N/A,"SHILLONG, DC",WELBORN MAWKHLIENG,305,5
1993,INC,AMPATIGIRI,Ampati,"AMPATIGIRI,  SDO(C )",WILLIAM CECIL R. MARAK,988,6
1993,IND,KHERAPARA,N/A,"TURA, DC",WILLING CH. SANGMA,618,9
1993,IND,NONGSPUNG,N/A,"SHILLONG, DC",WINSTONE SYIEMIONG,3741,3
1998,BJP,MYLLIEM,Mylliem,EAST KHASI HILLS,A. FILLING ROY THANGKHIEW,415,3
1998,UDP,JAIAW,N/A,"SHILLONG, DC",A. H. SCOTT LYNGDOH,4430,1
1998,BJP,PYNTHORUMKHRAH,N/A,EAST KHASI HILLS,A. L. HEK,8159,1
1998,INC,PHULBARI,N/A,WEST GARO HILLS,ABDUL BARI SARKAR,2283,5
1998,INC,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,ABDUS SALEH,4933,1
1998,IND,PHULBARI,N/A,WEST GARO HILLS,ABU TAHER MONDAL,3597,1
1998,INC,DALAMGIRI,N/A,"TURA, DC",ADMIRAL K. SANGMA,4618,1
1998,INC,RANGSAKONA,Rangsakona,WEST GARO HILLS,ADOLF LU HITLER R. MARAK,6403,1
1998,BJP,TURA,South-Tura,"TURA, DC",ALBERT A. SANGMA,4284,3
1998,IND,BAGHMARA,Baghmara,SOUTH GARO HILLS,ALDRIN CH. MOMIN,120,4
1998,CPI,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,ALLAUDDIN SHEIK,79,9
1998,IND,BAGHMARA,Baghmara,SOUTH GARO HILLS,ALPHONSE SANGMA,627,3
1998,INC,MAWLAI,Mawlai,EAST KHASI HILLS,AMANDA PATHAW (W),1072,3
1998,BJP,AMPATIGIRI,Ampati,"AMPATIGIRI,  SDO(C )",AMIYA KR. HAJONG,2412,3
1998,IND,SONGSAK,Songsak,EAST GARO HILLS,ANDERSON A. SANGMA,1522,5
1998,GNC,DALAMGIRI,N/A,"TURA, DC",ANIL MOMIN,584,5
1998,GNC,PHULBARI,N/A,WEST GARO HILLS,ANINDRA CH. RABHA,214,7
1998,UDP,LABAN,N/A,"SHILLONG, DC",ANTHONY LYNGDOH,2418,2
1998,GNC,DALU,Dalu,WEST GARO HILLS,ANTHONY MARAK,244,5
1998,RJD,MALKI NONGTHYMMAI,N/A,"SHILLONG, DC",ANTHONY SAWKMIE,111,6
1998,UDP,PHULBARI,N/A,WEST GARO HILLS,APERSON G. MOMIN,2635,4
1998,INC,DALU,Dalu,WEST GARO HILLS,ARCHIBOLD A. SANGMA,3615,2
1998,GNC,TIKRIKILLA,Tikrikilla,"TURA, DC",ASHES DARING,1328,5
1998,UDP,TIKRIKILLA,Tikrikilla,"TURA, DC",ASHU M. SANGMA,40,6
1998,IND,RONGJENG,Rongjeng,EAST GARO HILLS,ASHUTOSH MARAK,2820,3
1998,INC,SELSELLA,Selsella,WEST GARO HILLS,ATUL C MARAK,3539,2
1998,IND,DADENGGIRI,Dadenggre,"TURA, DC",AUGUSTINE D. MARAK,7871,1
1998,IND,PHULBARI,N/A,WEST GARO HILLS,AYNAL HAQUE HAZARIKA,122,9
1998,UDP,LYNGKYRDEM,Mawkynrew,"SHILLONG, DC",B. B. LYNGDOH,4843,1
1998,UDP,MAWKYRWAT,Mawkyrwat,SOUTH WEST KHASI HILLS,B. BIRES NONGSIEJ,4248,1
1998,INC,RONGCHUGIRI,N/A,"TURA, DC",BECKSTER SANGMA,4841,1
1998,IND,RONGCHUGIRI,N/A,"TURA, DC",BENEDICT MARAK,1010,3
1998,UDP,MENDIPATHAR,Mendipathar,NORTH GARO HILLS,BENINSTAND G. MOMIN,5901,2
1998,INC,MAWKYRWAT,Mawkyrwat,SOUTH WEST KHASI HILLS,BIB EDWIN WANNIANG,1770,4
1998,IND,RAJABALA,Rajabala,WEST GARO HILLS,BIJETA DARING,154,7
1998,UDP,MALKI NONGTHYMMAI,N/A,"SHILLONG, DC",BINDO M. LANONG,4819,2
1998,GNC,KHARKUTTA,Kharkutta,EAST GARO HILLS,BIRENDRO SANGMA,243,5
1998,IND,RALIANG,Raliang,WEST JAINTIA HILLS,BISON ROY IANO,919,4
1998,RJD,LABAN,N/A,"SHILLONG, DC",BISWAJIT BARUA,515,5
1998,INC,KHERAPARA,N/A,"TURA, DC",BRENING A SANGMA,6389,1
1998,HSPDP,MAWKYRWAT,Mawkyrwat,SOUTH WEST KHASI HILLS,BRESTERWEL NONGSIEJ,3919,3
1998,HSPDP,WAR JAINTIA,N/A,"JOWAI, DC",CAMILLUS ALBERT LAMIN,4276,3
1998,PDM,SOHRYNGKHAM,Mawryngkneng,"SHILLONG, DC",CAMPBELL KHARSATI,3313,3
1998,INC,LABAN,N/A,"SHILLONG, DC",CARLAND M. NONGLAIT,857,4
1998,IND,RONGRAM,N/A,"TURA, DC",CARY MARAK,2162,2
1998,IND,KHERAPARA,N/A,"TURA, DC",CHAMBERLIN MARAK,1008,4
1998,INC,BAJENGDOBA,Bajengdoba,NORTH GARO HILLS,CHAMBERLINE B. MARAK,6212,1
1998,IND,NONGKREM,Nongkrem,EAST KHASI HILLS,CHANDRA L. NONGBRI,1214,5
1998,UDP,RANGSAKONA,Rangsakona,WEST GARO HILLS,CHESTERFIELD W. MARAK,1524,3
1998,IND,RONGRAM,N/A,"TURA, DC",CLAYROLL MARAK,763,8
1998,IND,SONGSAK,Songsak,EAST GARO HILLS,CLEARSON K. SANGMA,947,6
1998,IND,RAJABALA,Rajabala,WEST GARO HILLS,CLEMENT MARAK,877,4
1998,HSPDP,MAWHATI,Mawhati,RI BHOI,CLEMENT SHADAP,1755,4
1998,GNC,CHOKPOT,Chokpot,Baghmara,CLIFFORD MARAK,4868,1
1998,BJP,RONGCHUGIRI,N/A,"TURA, DC",CLIFORD ARENG,390,6
1998,UDP,NONGPOH,Nongpoh,RI BHOI,CONSTANTINE LYNGDOH,6566,2
1998,UDP,SELSELLA,Selsella,WEST GARO HILLS,CREBILSON MARAK,936,4
1998,IND,RONGRAM,N/A,"TURA, DC",CRUNDEN S. SANGMA,593,9
1998,PDM,SELSELLA,Selsella,WEST GARO HILLS,CYPRIAN R. SANGMA,4333,1
1998,IND,DIENGLIENG,N/A,"SHILLONG, DC",D. KHLUR BAIAINEH MUKHIM,2118,3
1998,PDM,PARIONG,N/A,"NONGSTOIN, DC",D. ROCKYER L. NONGLAIT,1581,3
1998,INC,NONGPOH,Nongpoh,RI BHOI,D.D.LAPANG,9070,1
1998,UDP,MAWSYNRAM,Mawsynram,EAST KHASI HILLS,D. PLASLANDING IANGJUH,4492,1
1998,INC,SOHRYNGKHAM,Mawryngkneng,"SHILLONG, DC",DAPMAIN KHRYIEMMUJAT,4736,2
1998,IND,RESUBELPARA,Resubelpara,NORTH GARO HILLS,DAVID SANGMA,412,3
1998,INC,RONGRENGGIRI,N/A,"WILLIAMNAGAR, DC",DEBORAH C MARAK,7046,1
1998,IND,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,DHABAL CHANDRA BARMAN,1219,4
1998,INC,MAWPREM,N/A,"SHILLONG, DC",DHRUBANATH JOSHI,5943,1
1998,IND,SELSELLA,Selsella,WEST GARO HILLS,DILIP SANGMA,1382,3
1998,IND,RANGSAKONA,Rangsakona,WEST GARO HILLS,DIPUL R MARAK,3382,2
1998,IND,JIRANG,Jirang,RI BHOI,DIS MAWSHAI,46,6
1998,HSPDP,LANGRIN,Ranikor,"MAWKYRWAT, SDO(C )",DLINGKLINSON ROY WANNIANG,2334,3
1998,HSPDP,NONGKREM,Nongkrem,EAST KHASI HILLS,DOMINIC ROBLIN NONGKYNRIH,770,8
1998,CPI,MAWSYNRAM,Mawsynram,EAST KHASI HILLS,DOMISON MARAK,200,8
1998,IND,LABAN,N/A,"SHILLONG, DC",DONCASTER SHABONG,402,6
1998,UDP,SHELLA,Shella,EAST KHASI HILLS,DONKUPAR ROY,3773,1
1998,INC,RYMBAI,N/A,"KHLIEHRIAT, SDO(C )",DORINROY KSIH,6722,3
1998,RJD,NONGKREM,Nongkrem,EAST KHASI HILLS,DOUGLAS KHARUMNUID,66,14
1998,PDM,SHELLA,Shella,EAST KHASI HILLS,DOUGLAS WAHLANG,1715,3
1998,HSPDP,NARTIANG,Nartiang,WEST JAINTIA HILLS,DRAISON KHARSHIING,4698,3
1998,IND,NONGKREM,Nongkrem,EAST KHASI HILLS,E. BAKOT KHARRNGI,238,11
1998,INC,Sutnga Shangpung,Sutnga-Saipung,"KHLIEHRIAT, SDO(C )",E C BONIFACE BAMON,2617,3
1998,HSPDP,MAWSYNRAM,Mawsynram,EAST KHASI HILLS,E. WALLENCE BASTERFIELD JYRWA,1207,4
1998,UDP,UMROI,Umroi,RI BHOI,E.K.MAWLONG,8607,1
1998,BJP,NONGPOH,Nongpoh,RI BHOI,EARLE BRYAN HYNNIEWTA,416,3
1998,RJD,WAR JAINTIA,N/A,"JOWAI, DC",EBARSON LYNGDOH BHEM,49,5
1998,GNC,RONGJENG,Rongjeng,EAST GARO HILLS,EBINDRA SANGMA,237,5
1998,IND,NONGKREM,Nongkrem,EAST KHASI HILLS,EDARSTAR LYNGDOH NONGBRI,864,7
1998,INC,DADENGGIRI,Dadenggre,"TURA, DC",EDMUND K SANGMA,6830,2
1998,INC,NONGBAH WAHIAJER,N/A,"JOWAI, DC",EDMUND SPEAKERSON LYNGDOH,6141,2
1998,SP,NONGKREM,Nongkrem,EAST KHASI HILLS,EDWARD DKHAR,384,10
1998,IND,BAGHMARA,Baghmara,SOUTH GARO HILLS,ELPHINSTONE MARAK,52,5
1998,PDM,NONGKREM,Nongkrem,EAST KHASI HILLS,ELSTON ROY KHARKONGOR,3002,1
1998,INC,KHARKUTTA,Kharkutta,EAST GARO HILLS,ELSTONE D MARAK,6324,1
1998,BJP,PARIONG,N/A,"NONGSTOIN, DC",ENDRO IAWPHNIAW,136,5
1998,IND,KHERAPARA,N/A,"TURA, DC",ENISON M. MARAK,1528,3
1998,UDP,NONGSTOIN,Nongstoin,WEST KHASI HILLS,EVERALD D. NONGSIANG,1680,4
1998,IND,RONGRAM,N/A,"TURA, DC",F. JAVERT SANGMA,429,10
1998,CPI,LABAN,N/A,"SHILLONG, DC",FASTERWELL MARBANIANG,98,7
1998,IND,SOHRA,Sohra,EAST KHASI HILLS,FLINDER ANDERSON KHONGLAM,4221,1
1998,PDM,MAWLAI,Mawlai,EAST KHASI HILLS,FOUNDER STRONG CAJEE,7045,2
1998,IND,RONGRAM,N/A,"TURA, DC",FRANCIS A. SANGMA,1436,4
1998,IND,NONGSTOIN,Nongstoin,WEST KHASI HILLS,FRANCIS K. MAWLOT,4411,3
1998,INC,MENDIPATHAR,Mendipathar,NORTH GARO HILLS,FRANKENSTEIN MOMIN,6046,1
1998,BJP,MAWTHENGKUT,Mawshynrut,"NONGSTOIN, DC",FREDOLIN SOHPHOH,528,5
1998,BJP,RONGJENG,Rongjeng,EAST GARO HILLS,FRENCIAR G. MOMIN,274,4
1998,INC,MAWKHAR,N/A,"SHILLONG, DC",FRIDAY LYNGDOH,3146,2
1998,HSPDP,MAIRANG,Mairang,WEST KHASI HILLS,FULLER LYNGDOH MAWNAI,4971,2
1998,IND,MALKI NONGTHYMMAI,N/A,"SHILLONG, DC",G. BRIGHTSTAR MUKHIM,810,4
1998,INC,SHELLA,Shella,EAST KHASI HILLS,G. GRANDERSON SYIEMLIEH,2962,2
1998,UDP,RONGRAM,N/A,"TURA, DC",GADWIN D. SHIRA,1379,5
1998,UDP,NONGSHKEN,N/A,"SHILLONG, DC",GANOLD STONE MASSAR,5079,2
1998,UDP,MAWTHENGKUT,Mawshynrut,"NONGSTOIN, DC",GODWIN K. MARAK,3002,3
1998,INC,SALMANPARA,Salmanpara,SOUTH WEST GARO HILLS,GOPINATH SANGMA,4146,2
1998,IND,KHARKUTTA,Kharkutta,EAST GARO HILLS,GRITHALSON N. ARENGH,1581,4
1998,GNC,BAJENGDOBA,Bajengdoba,NORTH GARO HILLS,GROHONSING MARAK,247,3
1998,BJP,MAWPREM,N/A,"SHILLONG, DC",H. AIONTIS ROY KHARPHULI,4154,2
1998,UDP,NARTIANG,Nartiang,WEST JAINTIA HILLS,H. BRITAINWAR DAN,7735,1
1998,INC,SOHIONG,Sohiong,EAST KHASI HILLS,H. DONKUPAR R. LYNGDOH,8162,2
1998,INC,MAWTHENGKUT,Mawshynrut,"NONGSTOIN, DC",H. LEDISHON NONGSIANG,4400,2
1998,IND,SONGSAK,Songsak,EAST GARO HILLS,HAWARD N. SANGMA,1590,4
1998,SP,SOHRYNGKHAM,Mawryngkneng,"SHILLONG, DC",HELINGTON MUKHIM,64,5
1998,UDP,SONGSAK,Songsak,EAST GARO HILLS,HELSTONE N. MARAK,1817,2
1998,INC,NARTIANG,Nartiang,WEST JAINTIA HILLS,HENRY LAMIN,5451,2
1998,INC,RALIANG,Raliang,WEST JAINTIA HILLS,HERBERT SUCHIANG,7145,2
1998,BJP,NONGSTOIN,Nongstoin,WEST KHASI HILLS,HOPESTANDARD MYRTHONG,314,5
1998,HSPDP,NONGSTOIN,Nongstoin,WEST KHASI HILLS,HOPINGSTONE LYNGDOH,8688,1
1998,BJP,MAWHATI,Mawhati,RI BHOI,HOWARD MOKSHA,115,7
1998,SP,MAWPREM,N/A,"SHILLONG, DC",HRIDESH R. NATH,120,4
1998,IND,TURA,South-Tura,"TURA, DC",INDRAJIT A. SANGMA,1517,5
1998,CPI,SOHIONG,Sohiong,EAST KHASI HILLS,INSEE ALLTHINGS AMRBANIANG,180,4
1998,BJP,Sutnga Shangpung,Sutnga-Saipung,"KHLIEHRIAT, SDO(C )",IONIS DKHAR,61,5
1998,IND,SALMANPARA,Salmanpara,SOUTH WEST GARO HILLS,ISMAIL AGITOK SANGMA,1127,5
1998,BJP,RONGRENGGIRI,N/A,"WILLIAMNAGAR, DC",ISMAIL R. MARAK,700,5
1998,INC,JIRANG,Jirang,RI BHOI,J. DRINGWELL RYMBAI,7058,1
1998,IND,MAWSYNRAM,Mawsynram,EAST KHASI HILLS,JAHANNARA B.KHARBHIH,465,6
1998,INC,PYNTHORUMKHRAH,N/A,EAST KHASI HILLS,JAMES MARVIN PARIAT,5654,2
1998,GNC,KHERAPARA,N/A,"TURA, DC",JENNAR S. MARAK,2687,2
1998,INC,NONGSTOIN,Nongstoin,WEST KHASI HILLS,JESPARWELL DKHAR,4802,2
1998,CPI,NONGSPUNG,N/A,"SHILLONG, DC",JIED KHARBTENG,211,4
1998,GNC,RANGSAKONA,Rangsakona,WEST GARO HILLS,JIMONSING R. MARAK,297,4
1998,IND,CHOKPOT,Chokpot,Baghmara,JIPSON R. MARAK,1546,3
1998,UDP,NONGSPUNG,N/A,"SHILLONG, DC",JOHN ANTHONY LYNGDOH,6128,1
1998,UDP,NONGKREM,Nongkrem,EAST KHASI HILLS,JOHN F. KHARSHIING,2016,2
1998,IND,LAITUMKHRAH,N/A,"SHILLONG, DC",JOHN G SOANES,174,5
1998,BJP,SOHRYNGKHAM,Mawryngkneng,"SHILLONG, DC",JOHN K. UMNUID,280,4
1998,UDP,BAJENGDOBA,Bajengdoba,NORTH GARO HILLS,JOHN MANNER MARAK,6018,2
1998,INC,WAR JAINTIA,N/A,"JOWAI, DC",JOHNDENG POHRMEN,5898,2
1998,INC,TURA,South-Tura,"TURA, DC",JOYLANCE MOMIN,6741,2
1998,BJP,WAR JAINTIA,N/A,"JOWAI, DC",JUNIOR LAMIN,161,4
1998,HSPDP,NONGBAH WAHIAJER,N/A,"JOWAI, DC",JYLLIEW ROY LAMIN,262,4
1998,INC,UMROI,Umroi,RI BHOI,K. N. ROBERTS,1121,4
1998,IND,RONGRAM,N/A,"TURA, DC",KANDURA K. MARAK,938,7
1998,INC,RAJABALA,Rajabala,WEST GARO HILLS,KAPIN CH. BORO,6620,1
1998,IND,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,KAZI SAMIRUL HAQUE,49,10
1998,INC,NONGSHKEN,N/A,"SHILLONG, DC",KHAN KHONG DKHAR,5329,1
1998,UDP,TURA,South-Tura,"TURA, DC",KHIRODE MARAK,1797,4
1998,HSPDP,LYNGKYRDEM,Mawkynrew,"SHILLONG, DC",KHLUR SING LYNGDOH,2777,3
1998,UDP,LANGRIN,Ranikor,"MAWKYRWAT, SDO(C )",KHRANGLIN LYNGKHOI,1458,4
1998,INC,MAIRANG,Mairang,WEST KHASI HILLS,KITDOR SYIEM,6261,1
1998,JD,PYNTHORUMKHRAH,N/A,EAST KHASI HILLS,KOLANIO LYNGDOH,38,6
1998,IND,RANGSAKONA,Rangsakona,WEST GARO HILLS,KREHOT N. MARAK,191,5
1998,PDM,MALKI NONGTHYMMAI,N/A,"SHILLONG, DC",KROSHONSTONE MYLLIEMNGAP,314,5
1998,IND,TURA,South-Tura,"TURA, DC",KULERT CHERAN MOMIN,7126,1
1998,IND,NONGKREM,Nongkrem,EAST KHASI HILLS,KYNSAI MANIK SYIEM,1932,3
1998,UDP,NONGBAH WAHIAJER,N/A,"JOWAI, DC",KYRMEN SUSNGI,8887,1
1998,HSPDP,NONGPOH,Nongpoh,RI BHOI,L. J. FRANCO MARTEN,285,4
1998,IND,RAJABALA,Rajabala,WEST GARO HILLS,LALTHANTLUANGA D. SHIRA,397,6
1998,IND,NONGKREM,Nongkrem,EAST KHASI HILLS,LATHO MANIK SYIEM,1094,6
1998,PDM,MAWTHENGKUT,Mawshynrut,"NONGSTOIN, DC",LAZARUS LAWRENCE NONGMIN,2025,4
1998,GNC,SONGSAK,Songsak,EAST GARO HILLS,LEHINSON M. SANGMA,1722,3
1998,IND,RONGRENGGIRI,N/A,"WILLIAMNAGAR, DC",LENIN R. MARAK,3374,3
1998,BJP,LAITUMKHRAH,N/A,"SHILLONG, DC",LIONIAL GARNETTE LALOO,1451,3
1998,HSPDP,UMROI,Umroi,RI BHOI,LONSING BEY,1762,3
1998,INC,BAGHMARA,Baghmara,SOUTH GARO HILLS,LOTSING SANGMA,6414,1
1998,BJP,MALKI NONGTHYMMAI,N/A,"SHILLONG, DC",LUCIA MALNGIANG,840,3
1998,UDP,KHARKUTTA,Kharkutta,EAST GARO HILLS,LUDERBURG CH. MOMIN,2312,3
1998,CPI,PHULBARI,N/A,WEST GARO HILLS,LUTFOR PRODHANI,157,8
1998,BJP,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,MAHENDRA MODAK,3294,2
1998,IND,PHULBARI,N/A,WEST GARO HILLS,MANIRUL ISLAM SARKAR,3393,2
1998,IND,DALAMGIRI,N/A,"TURA, DC",MARCELL MARAK,943,3
1998,UDP,LAITUMKHRAH,N/A,"SHILLONG, DC",MARGARET ROSE MAWLONG,2837,2
1998,CPI,MAWHATI,Mawhati,RI BHOI,MARIUS NONGRUM,143,6
1998,CPI,JIRANG,Jirang,RI BHOI,MARSHAL WAHLANG,220,5
1998,BJP,JAIAW,N/A,"SHILLONG, DC",MARTAMLIN PYRBOT,2381,2
1998,PDM,MAWHATI,Mawhati,RI BHOI,MARTIN LYNGDOH,1603,5
1998,PDM,LANGRIN,Ranikor,"MAWKYRWAT, SDO(C )",MARTIN M. DANGGO,4584,1
1998,UDP,DIENGLIENG,N/A,"SHILLONG, DC",MARTLE N. MUKHIM,5655,1
1998,INC,CHOKPOT,Chokpot,Baghmara,MASONSING SANGMA,4411,2
1998,INC,JAIAW,N/A,"SHILLONG, DC",MAYA RANI KYNDIAH,1397,4
1998,HSPDP,MAWTHENGKUT,Mawshynrut,"NONGSTOIN, DC",MAYSALIN WAR,4997,1
1998,GNC,SALMANPARA,Salmanpara,SOUTH WEST GARO HILLS,MECKENSON MARAK,1181,4
1998,INC,DIENGLIENG,N/A,"SHILLONG, DC",MEDISTER WARBAH,4273,2
1998,IND,JIRANG,Jirang,RI BHOI,MEDLITON NONGRUM,748,4
1998,SP,PYNTHORUMKHRAH,N/A,EAST KHASI HILLS,MEENA KHARKONGOR,92,4
1998,INC,MAWSYNRAM,Mawsynram,EAST KHASI HILLS,MESTONNATH KHARCHANDY,2514,2
1998,IND,SALMANPARA,Salmanpara,SOUTH WEST GARO HILLS,METALSON SANGMA,1495,3
1998,INC,RONGRAM,N/A,"TURA, DC",METHRONA MARAK,3032,1
1998,IND,JAIAW,N/A,"SHILLONG, DC",MICHAEL NONGJOP SYIEM,1499,3
1998,UDP,JIRANG,Jirang,RI BHOI,MICHEAL GIRI DKHAR,3540,2
1998,BJP,NONGSPUNG,N/A,"SHILLONG, DC",MICHEAL WARJRI,86,5
1998,UDP,RALIANG,Raliang,WEST JAINTIA HILLS,MIHSALAN SUCHIANG,7370,1
1998,IND,SONGSAK,Songsak,EAST GARO HILLS,MIRIAM D. SHIRA,311,7
1998,IND,AMPATIGIRI,Ampati,"AMPATIGIRI,  SDO(C )",MONENDRO AGITOK,4310,2
1998,INC,TIKRIKILLA,Tikrikilla,"TURA, DC",MONINDRO RABHA,4618,1
1998,IND,DALU,Dalu,WEST GARO HILLS,MOUNBATTEN K. SANGMA,310,4
1998,INC,AMPATIGIRI,Ampati,"AMPATIGIRI,  SDO(C )",MUKUL SANGMA,9235,1
1998,IND,TIKRIKILLA,Tikrikilla,"TURA, DC",NAGENDRA RABHA,3598,2
1998,HSPDP,LAITUMKHRAH,N/A,"SHILLONG, DC",NARAMAI LANGSTIEH (W),285,4
1998,HSPDP,SHELLA,Shella,EAST KHASI HILLS,NEKI DECRUSE WANBAH,51,4
1998,UDP,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,NIDHURAM HAJONG,2029,3
1998,UDP,SALMANPARA,Salmanpara,SOUTH WEST GARO HILLS,NIMARSON MOMIN,4933,1
1998,CPI,MAWKYRWAT,Mawkyrwat,SOUTH WEST KHASI HILLS,NIMTON LYNGDOH,99,5
1998,HSPDP,SOHIONG,Sohiong,EAST KHASI HILLS,NIT SHABONG,1052,3
1998,BJP,DALU,Dalu,WEST GARO HILLS,NITYA NARAYAN SIMCHANG,3915,1
1998,GNC,DADENGGIRI,Dadenggre,"TURA, DC",NORWIN B SANGMA,1351,3
1998,PDM,RYMBAI,N/A,"KHLIEHRIAT, SDO(C )",OBIL KYNDAIT,8953,2
1998,UDP,Sutnga Shangpung,Sutnga-Saipung,"KHLIEHRIAT, SDO(C )",OLIVERNEAT SHYRMANG,7282,1
1998,IND,KHARKUTTA,Kharkutta,EAST GARO HILLS,OMILLO K SANGMA,2599,2
1998,HSPDP,JIRANG,Jirang,RI BHOI,ORAL SYNGKLI,1984,3
1998,IND,LAITUMKHRAH,N/A,"SHILLONG, DC",ORAL SYNNAH,54,6
1998,RJD,MAWKHAR,N/A,"SHILLONG, DC",ORPHUES D. NONGRUM,47,3
1998,IND,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,P. HOMENDRA SINGH MARAK,458,6
1998,BJP,PHULBARI,N/A,WEST GARO HILLS,PARIMAL RABHA,2983,3
1998,INC,MAWHATI,Mawhati,RI BHOI,PHINGWEL MUKTIEH,3941,1
1998,BJP,MAIRANG,Mairang,WEST KHASI HILLS,PHORES MAIRANG,211,5
1998,IND,TIKRIKILLA,Tikrikilla,"TURA, DC",PILLARSON G. MOMIN,2169,3
1998,UDP,DALU,Dalu,WEST GARO HILLS,PITERLAWFORD MARAK,69,6
1998,UDP,RONGJENG,Rongjeng,EAST GARO HILLS,PLEANDER G. MOMIN,2944,2
1998,SP,LABAN,N/A,"SHILLONG, DC",PORITOSH DEY,82,8
1998,GNC,SELSELLA,Selsella,WEST GARO HILLS,PREDINGSON MARAK,164,5
1998,IND,MAHENDRAGANJ,Mahendraganj,SOUTH WEST GARO HILLS,PREMANANDA KOCH,755,5
1998,INC,LANGRIN,Ranikor,"MAWKYRWAT, SDO(C )",PROBIN K. RASWAI,4460,2
1998,UDP,MAWLAI,Mawlai,EAST KHASI HILLS,PROCESS T. SAWKMIE,7723,1
1998,UDP,RONGRENGGIRI,N/A,"WILLIAMNAGAR, DC",PROJEND D. SANGMA,5323,2
1998,IND,MYLLIEM,Mylliem,EAST KHASI HILLS,PYNSHAI MANIK SYIEM,7421,1
1998,PDM,MAWSYNRAM,Mawsynram,EAST KHASI HILLS,PYNSHNGAINLANG SYIEM,1093,5
1998,UDP,PARIONG,N/A,"NONGSTOIN, DC",QUEENTINA DIENGDOH (W),1258,4
1998,IND,NONGKREM,Nongkrem,EAST KHASI HILLS,RAIMUS KHARMUTI,92,13
1998,UDP,SOHIONG,Sohiong,EAST KHASI HILLS,RAIN AUGUSTINE LYNGDOH,8506,1
1998,IND,MAWHATI,Mawhati,RI BHOI,RANGKYNSAI MAKDOH,3245,2
1998,UDP,WAR JAINTIA,N/A,"JOWAI, DC",RIANG LENON TARIANG,6608,1
1998,INC,PARIONG,N/A,"NONGSTOIN, DC",RICARDUS IAWPHNIAW,2363,2
1998,PDM,Sutnga Shangpung,Sutnga-Saipung,"KHLIEHRIAT, SDO(C )",RICHARD SINGH LYNGDOH,1336,4
1998,RJD,PYNTHORUMKHRAH,N/A,EAST KHASI HILLS,ROBERT DKHAR,43,5
1998,INC,LAITUMKHRAH,N/A,"SHILLONG, DC",ROBERT GARNETT LYNGDOH,4975,1
1998,UDP,PYNTHORUMKHRAH,N/A,EAST KHASI HILLS,ROBIN K. TONGWAH,362,3
1998,UDP,RONGCHUGIRI,N/A,"TURA, DC",ROCKFELLER MOMIN,732,5
1998,GNC,RONGRAM,N/A,"TURA, DC",ROHIDAS MARAK,1526,3
1998,UDP,MAWKHAR,N/A,"SHILLONG, DC",ROSHAN WARJRI,3228,1
1998,IND,LANGRIN,Ranikor,"MAWKYRWAT, SDO(C )",ROSLAND IAWPHNIAW,1272,5
1998,INC,MAWKYRWAT,Mawkyrwat,SOUTH WEST KHASI HILLS,ROWELL LYNGDOH,4074,2
1998,INC,JOWAI,Jowai,WEST JAINTIA HILLS,ROYTRE CHRISTOPHER LALOO,8563,2
1998,INC,NONGSPUNG,N/A,"SHILLONG, DC",S. LONIAK MARBANIANG,4892,2
1998,UDP,SOHRA,Sohra,EAST KHASI HILLS,S. P. SWER,1500,4
1998,UDP,MAWHATI,Mawhati,RI BHOI,S. R. MOKSHA,3075,3
